template_id,post_text,category,cta_type,link_included,image_upload_recommended,recommended_styles,scheduled_at,status,quality_note
T0022,짧게 구경해도 감 오는 서비스 좋아하는 사람이라면\n카드형 구조가 꽤 잘 맞을 수 있음\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-05-01 11:02,draft,
T0023,프로필 컷도 챙기고 싶고\n장난스러운 컷도 놓치기 싫은 사람이라면\n카드 여러 장 넘겨보는 재미를 크게 느낄 수 있음,soft_cta,soft,no,no,,2026-05-01 17:07,draft,
T0024,오늘 점심시간에\n내가 만든 서비스 한 번만 구경해줘도 좋고\n마음에 드는 컷 하나 건지면 더 좋고\n나는 그걸로 꽤 오래 기분 좋을 듯\nhttps://www.styledrop.cloud/\n\n## 17시용 100개,direct_cta,direct,yes,no,,2026-05-01 21:53,draft,
T0025,예쁜 결과를 만드는 것과\n재밌는 경험을 만드는 건 다르더라\n\n이번엔 전자보다 후자에 더 가까운 쪽으로 밀어봤음,text_only,none,no,no,,2026-05-02 10:01,draft,
T0026,예측 가능한 결과만 쌓이면\n아무리 안정적이어도 호기심이 빨리 줄더라\n\n그래서 낯섦을 조금 더 남겨뒀다,before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-05-02 16:57,draft,
T0027,나만 그런지 모르겠는데\n멋진 결과보다 장난스럽게 잘 나온 결과를 더 자주 다시 보게 됨\n\n이런 취향 가진 사람은 꽤 공감할 듯,soft_cta,soft,no,no,,2026-05-02 22:09,draft,
T0028,프사 고민이 제일 심해지는 시간도 밤인 것 같아\n그래서 이 시간대에 AI 프로필 반응이 좋나 봄 ✨\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-05-03 11:48,draft,
T0029,혼자 개발할 때 늘 아쉬운 게\n사람 반응을 바로 못 보는 건데\n그래서 더 많이 써봐줬으면 싶다,text_only,none,no,no,,2026-05-03 17:26,draft,
T0030,예전엔 결과 저장이 끝이었다면\n지금은 다른 카드까지 눌러보면 성공이라 본다\n\n그 흐름 궁금하면 https://www.styledrop.cloud,before_after_recommended,direct,yes,yes,bronze-statue-bench|club-flash|rainy-crosswalk,2026-05-03 20:52,draft,
T0031,낮에는 재미로 눌렀다면\n밤에는 조금 더 나를 들여다보게 되는 서비스\n결국 그 차이 때문에 남는 것 같아,text_only,none,no,no,,2026-05-04 12:12,draft,
T0032,퀄 좋은 한 장과\n반응 오는 한 장 중 하나만 고르면\n다들 어느 쪽을 고를지 궁금하다\n\n나는 요즘 후자 쪽으로 기움,before_after_recommended,soft,no,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-05-04 18:28,draft,
T0033,재밌는 건\n잘 나온 한 장보다 친구 반응이 붙는 한 장이 더 오래 남는다는 거\n\n그 포인트를 계속 생각하면서 만들었음,soft_cta,none,no,no,,2026-05-04 20:36,draft,
T0034,결과물 경쟁처럼 보이는 서비스들 사이에서\n장면 선택 재미를 먼저 꺼내고 싶었음\n\n궁금하면 https://www.styledrop.cloud,direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-05-05 12:22,draft,
T0035,공유하기 좋은 서비스는\n설명 안 붙여도 바로 반응할 포인트가 있더라\n\n그 한 번의 반응이 꽤 크다,soft_cta,soft,no,no,,2026-05-05 17:33,draft,
T0036,나도 원래 이런 거 잘 안 믿는데\n결과물 뜨는 순간\n아 이건 좀 저장하고 싶다 싶더라,soft_cta,soft,no,no,,2026-05-05 22:27,draft,
T0037,오늘 사람 너무 많이 만나서 지쳤는데\n집 가는 길에 내 얼굴로 다른 카드 몇 장 뽑아보니까\n생각보다 마음이 좀 풀리더라,image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-05-06 10:31,draft,
T0038,혼자 만든 거라 더 조심스러운데\n이상하게 밤에는 솔직하게 말하게 된다\n재밌으면 같이 놀아줘 봐,text_only,none,no,no,,2026-05-06 18:26,draft,
T0039,방금 다시 테스트해봤는데\n이번엔 관상 결과가 좀 맞는 것 같아서 웃겼음\n너무 진지하게 보면 안 되는데 자꾸 보게 됨,image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-06 20:47,draft,
T0040,비슷한 분위기만 반복되면 질리니까\n장면 간 온도차를 크게 준 쪽으로 만들었음\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,no,,2026-05-07 11:58,draft,
T0041,내가 만든 서비스인데도\n결과물 뜰 때마다 약간 남의 일처럼 재밌음\n그만큼 결과가 제각각이더라,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-05-07 17:51,draft,
T0042,점심시간엔 뭔가 크게 결정 안 하잖아\n그냥 가볍게 구경하는 서비스가 좋음\n이건 그런 쪽이야,soft_cta,soft,no,no,,2026-05-07 22:06,draft,
T0043,눈길 가는 카드 하나만 있어도\nAI 사진 서비스 체감이 완전히 달라지더라\n\n그런 장면들 모아둔 곳\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-05-08 11:53,draft,
T0044,혼자 만드는 서비스라 많이 부족할 수도 있지만\n그래도 재미 하나는 놓치고 싶지 않았어\n그건 끝까지 붙잡았음,text_only,none,no,no,,2026-05-08 18:39,draft,
T0045,퍼스널컬러 결과 보면서\n오늘 왜 이 옷이 안 어울렸는지 깨달으면\n조금 허탈하고 조금 재밌음,conversation,none,no,no,,2026-05-08 21:24,draft,
T0046,전에는 보정앱처럼 느껴졌다면\n지금은 작은 놀이 서비스에 더 가까운 느낌임\n\n만드는 기준도 같이 바뀌더라,before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-05-09 11:54,draft,
T0047,친구 얼굴 넣어봤을 때\n진지한 콘셉트가 더 웃긴지\n가벼운 콘셉트가 더 웃긴지\n\n이거 해보면 생각보다 갈림,soft_cta,soft,no,no,,2026-05-09 18:31,draft,
T0048,카드 이름만 보고\n이건 내 얼굴로 보면 이상하게 재밌겠는데 싶은 순간이 있음\n\n그런 장면 좋아하는 사람은 저장해둘 만할 듯,soft_cta,soft,no,no,,2026-05-09 21:27,draft,
T0049,2인 카드가 왜 재밌냐면\n결과보다 대화가 먼저 생기기 때문이더라\n\n그 감각 궁금하면 https://www.styledrop.cloud,conversation,direct,yes,no,,2026-05-10 11:06,draft,
T0050,AI 오디션 결과는\n매번 다른 말투로 나오는 것도 재밌음\n괜히 계속 다음 결과가 궁금해짐,image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-05-10 17:33,draft,
T0051,괜히 단톡방에 올리고 싶은 결과는 따로 있더라\n\n이번엔 너무 잘 만든 느낌보다\n반응하기 쉬운 느낌을 더 신경 썼음\n이런 방향 좋아하면 봐둬도 좋음,soft_cta,soft,no,no,,2026-05-10 22:17,draft,
T0052,지금 이 시간엔\n예쁜 것보다 공감 가는 게 좋잖아\n그래서 글도 서비스도 조금 덜 꾸몄어,text_only,none,no,no,,2026-05-11 12:13,draft,
T0053,결과가 예쁜 건 기본이고\n나는 요즘 그다음 이야기가 생기는지가 더 중요해졌음\n\n다들 서비스 볼 때 이런 포인트도 보나 궁금하다,soft_cta,soft,no,no,,2026-05-11 18:34,draft,
T0054,밤에 누워서 이런 거 보면\n괜히 셀카첩 뒤적이게 돼\n제일 잘 나온 사진 찾으려고,image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-11 21:26,draft,
T0055,너라면\n첫 카드로 강한 콘셉트 고를지\n편안한 무드 고를지\n\n이 선택만 봐도 취향 보여서 재밌음,soft_cta,soft,no,no,,2026-05-12 10:19,draft,
T0056,점심 먹고 졸릴 때\n이런 거 하나 있으면 좀 깸\n내 사진이 갑자기 다른 세계관 사람이 돼버림,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-05-12 17:43,draft,
T0057,상상되는 장면보다\n안 상상되는 장면이 더 오래 붙잡힐 때가 있음\n\n결과가 머릿속에 안 그려질수록 더 궁금하니까,soft_cta,soft,no,no,,2026-05-12 21:04,draft,
T0058,예전엔 한 장 만들고 끝나는 사용성이었다면\n지금은 하나 만들고 옆 카드도 눌러보는 흐름을 더 봄\n\n이 차이가 은근 크다,before_after_recommended,none,no,yes,red-carpet-glam|cinematic-horseback|bronze-statue-bench,2026-05-13 11:21,draft,
T0059,AI 이미지 서비스 만들면서 제일 많이 들은 말이\n“처음엔 재밌는데 금방 질린다”였음\n\n그 말 듣고\n계속 눌러보게 되는 구조를 더 오래 붙잡게 됐음,text_only,none,no,no,,2026-05-13 17:08,draft,
T0060,하나 잘 만드는 것보다\n계속 보게 만드는 쪽으로 시선을 옮겼음\n\n차이 느껴보고 싶으면 https://www.styledrop.cloud,before_after_recommended,direct,yes,yes,bronze-statue-bench|club-flash|rainy-crosswalk,2026-05-13 20:59,draft,
T0061,내가 만든 서비스라고 해서\n무조건 좋게 보진 않거든\n근데 이건 진짜 내가 먼저 꽤 자주 쓰게 됐어,text_only,none,no,no,,2026-05-14 11:38,draft,
T0062,카드 제목만 봐도\n결과를 상상하게 되는 순간이 있지\n\n그런 흐름으로 만든 장면들이 궁금하면\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-05-14 17:09,draft,
T0063,사진 서비스에서도\n너무 기능적인 것보다 감성 있는 쪽에 손이 가는 사람 있지\n\n나는 확실히 그쪽이라 이런 걸 더 만들게 됨,soft_cta,soft,no,no,,2026-05-14 20:57,draft,
T0064,퇴근길에 가볍게 눌렀다가\n생각보다 오래 남는 결과를 보면\n이상하게 잘 만들었다는 안도감이 든다 ✨\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-05-15 10:16,draft,
T0065,나만 아직 무드 있는 프사 없나\n이 생각 들기 시작하면\n결국 한 번 눌러보게 되는 듯,soft_cta,soft,no,no,,2026-05-15 18:16,draft,
T0066,퇴근 시간엔 설명 긴 거 안 보잖아\n그래서 최대한 바로 이해되고\n바로 결과 나오는 흐름으로 만들었어,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-05-15 21:22,draft,
T0067,비 오는 장면이 먼저인지\n웃긴 콘셉트가 먼저인지\n취향 테스트하듯 골라보는 재미가 있음\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,no,,2026-05-16 11:24,draft,
T0068,내 얼굴이 영화 포스터처럼 나올 줄은 몰랐는데\n막상 그러고 나니까\n프사도 바꾸고 싶어지더라,image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-05-16 18:29,draft,
T0069,같이 사진 넣어볼 사람 한 명 떠오르면\n이런 서비스는 이미 절반은 성공한 느낌임\n\n다들 그런 사람 하나쯤 있지 않나,soft_cta,soft,no,no,,2026-05-16 21:23,draft,
T0070,AI 사진이 뻔하게 느껴졌다면\n이번엔 결과보다 카드 고르는 순간을 먼저 봐도 됨\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-05-17 10:52,draft,
T0071,점심 먹다가 우연히 들어온 사람도\n바로 이해할 수 있게 만들고 싶었어\n설명 길면 나도 안 읽으니까,text_only,none,no,no,,2026-05-17 18:17,draft,
T0072,내 얼굴이 카드 한 장으로 정리되면\n하루가 끝난 느낌도 같이 들어\n그래서 자기 전에 보기 좋음,image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-05-17 21:19,draft,
T0073,다들 카드 볼 때\n직관적으로 끌리는 것부터 누르는 편인지\n의외성 큰 것부터 누르는 편인지 궁금하다,soft_cta,soft,no,no,,2026-05-18 12:29,draft,
T0074,이 시간대엔\n예쁘다보다 분위기 있다가 더 크게 들려\n그래서 결과 톤도 그렇게 잡아봤어,image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-18 18:07,draft,
T0075,익숙한 얼굴로 낯선 장면 보는 게 재밌는 사람과\n완전히 새로운 캐릭터 되는 게 좋은 사람\n둘 다 꽤 선명하게 갈리더라,soft_cta,soft,no,no,,2026-05-18 21:31,draft,
T0076,잘 만든 결과보다\n잘 고르게 만드는 구조가 더 어렵더라\n\n그래서 오히려 그 부분을 더 많이 만지게 됐다,before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-05-19 10:01,draft,
T0077,서비스 만드는 입장에서 제일 재미있는 순간은\n예쁘다는 반응보다 웃으면서 다시 누르는 순간임\n\n그 반응이 나오면 방향이 맞았다는 뜻이더라,text_only,none,no,no,,2026-05-19 17:46,draft,
T0078,내 사진이 서부 총잡이로 뜬 거 보고\n이상하게 오늘 업무보다 그게 더 기억남\n그 정도로 존재감은 있음,image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-05-19 22:06,draft,
T0079,혼자 만드는 서비스라\n별거 아닌 클릭 하나도 크게 느껴짐\n근데 이건 진짜 재미로 보기 좋아서\n점심에 가볍게 눌러보면 될 듯,soft_cta,soft,no,no,,2026-05-20 11:39,draft,
T0080,보기 전부터 머릿속이 바빠지는 카드가 있다면\n그건 이미 꽤 괜찮은 시작이라고 봄\n\n그런 류 모아둔 곳은 여기\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-05-20 18:17,draft,
T0081,평소에도 선택할 때\n무난함보다 포인트 있는 걸 고르는 사람은\n의외로 강한 콘셉트 카드를 더 잘 즐기더라,soft_cta,soft,no,no,,2026-05-20 21:38,draft,
T0082,회사에서 기 다 빨리고 나면\n뭔가 대단한 위로보다\n그냥 다른 무드의 나를 보는 게 더 낫더라,image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-05-21 12:19,draft,
T0083,서부 총잡이 버전은 진짜\n친구들끼리 돌려보면 웃길 것 같아\n근데 또 결과는 의외로 멋있음,soft_cta,soft,no,no,,2026-05-21 17:26,draft,
T0084,2인 카드 좋아하는 사람들은\n대체로 결과보다 상황 설정을 더 재밌어하더라\n\n이 취향 공감하는 사람 꽤 있을 듯,soft_cta,soft,no,no,,2026-05-21 21:32,draft,
T0085,사람 사이에 치이고 돌아가는 길에\n나를 너무 현실적으로만 보게 될 때가 있잖아\n그때 조금 다른 창을 열어주는 느낌으로 만들었어,text_only,none,no,no,,2026-05-22 10:56,draft,
T0086,감성 카드 결과는\n밤에 보면 유독 저장 욕구가 세짐\n낮보다 덜 민망해서 그런가,soft_cta,soft,no,no,,2026-05-22 17:39,draft,
T0087,새로운 AI 서비스라도\n첫 화면에서 지루하면 거기서 끝이더라\n\n그래서 들어오자마자 고를 맛이 있게 만드는 데 집중했음,text_only,none,no,no,,2026-05-22 21:32,draft,
T0088,2인 카드 넣으면서 느낀 건\n혼자 보는 재미랑 같이 보는 재미가 정말 다르다는 거였음\n\n같이 넣는 순간 대화 소재가 바로 생김,soft_cta,none,no,no,,2026-05-23 10:07,draft,
T0089,가볍게 구경하다가\n하나 꽂히면 바로 해보는 스타일이면\n장면형 서비스에서 체감이 빠르게 올 수 있음,soft_cta,soft,no,no,,2026-05-23 18:09,draft,
T0090,혼자 노는 서비스는 많지만\n친구 하나만 끌어들여도 재미가 달라지는 서비스는 의외로 적더라\n\n이번엔 그쪽에 신경을 많이 썼음,soft_cta,none,no,no,,2026-05-23 21:13,draft,
T0091,서부 총잡이도 해보고\n우주비행사도 해보고\n결국 제일 오래 본 건 내 기본 분위기랑 비슷한 컷이더라,soft_cta,soft,no,no,,2026-05-24 11:43,draft,
T0092,사진 결과가 좋다는 말보다\n“다른 것도 눌러보게 된다”는 말이 더 반갑더라\n\n서비스를 계속 보게 만드는 건\n결국 호기심이더라고,text_only,none,no,no,,2026-05-24 17:12,draft,
T0093,예쁜 결과보다\n결과 나오기 전이 더 재밌는 서비스가 있더라\n\n이런 구조 좋아하면 꽤 취향일 수 있음,soft_cta,soft,no,no,,2026-05-24 22:17,draft,
T0094,사진 한 장으로 무드가 확 바뀌는 거\n생각보다 재밌더라 🙂\n나 혼자 디자인하고 붙인 서비스인데\n가볍게 한 번 눌러봐주면 진짜 고마움\nhttps://www.styledrop.cloud/,before_after_recommended,direct,yes,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-05-25 11:59,draft,
T0095,다들 AI 사진 볼 때\n퀄 먼저 보는 편인지 장면 먼저 보는 편인지 궁금함\n\n나는 후자가 훨씬 오래 간다고 느꼈다,soft_cta,soft,no,no,,2026-05-25 17:02,draft,
T0096,내 얼굴이 감성 카드처럼 정리돼 나오는 순간\n이상하게 내가 조금 더 선명해 보이더라\n밤이라 그런가 싶기도 하고,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-05-25 21:49,draft,
T0097,친구랑 같이 웃는 결과가 좋은지\n혼자 저장해두는 결과가 좋은지\n\n이거에 따라 취향이 진짜 갈리는 듯,soft_cta,soft,no,no,,2026-05-26 12:16,draft,
T0098,처음엔 퀄만 좋으면 될 줄 알았는데\n막상 오래 보는 건 다른 데 있더라\n\n사람들은 완성컷보다\n내 얼굴이 어디까지 바뀌는지에 더 오래 머묾,conversation,none,no,no,,2026-05-26 16:36,draft,
T0099,몽골 전사 같은 강한 설정이 더 궁금한지\n일상적인 장면이 더 궁금한지\n이것도 사람 취향 많이 타더라,soft_cta,none,no,no,,2026-05-26 22:26,draft,
T0100,관상 테스트 같은 건\n원래 안 믿는데도\n밤엔 괜히 한 번 더 보게 된다,soft_cta,soft,no,no,,2026-05-27 12:31,draft,
T0101,오늘 하루 별거 없었다 싶어도\n사진 한 장으로 분위기가 바뀌면\n이상하게 기분이 좀 정리돼,before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-05-27 16:36,draft,
T0102,친구한테 한번 보내봐도 돼\n딱 이 말 붙이기 쉬운 서비스면\n일단 반은 한 것 같더라,soft_cta,soft,no,no,,2026-05-27 21:52,draft,
T0103,혼자 보기보다\n친구한테 보여주고 싶은 결과가 더 강할 때가 있음\n\n그쪽 반응 좋아하면 아마 바로 감 올 거야\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-05-28 11:49,draft,
T0104,하루 종일 남 일하다가\n집 가는 길엔 내 얘기 좀 보고 싶잖아\n그래서 나를 다시 보게 되는 기능들을 넣었어,text_only,none,no,no,,2026-05-28 17:04,draft,
T0105,밤에는 사람 얼굴보다\n사람 무드를 더 보게 돼\n그래서 결과도 그런 방향으로 만졌어,image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-05-28 21:29,draft,
T0106,내가 보는 너 기능은\n친구들이 날 어떻게 느끼는지 궁금해서 넣었는데\n이상하게 계속 신경 쓰이게 됨,conversation,none,no,no,,2026-05-29 10:46,draft,
T0107,친구 셀카 넣어서 해볼 땐\n멋있는 장면이 더 좋은지 웃긴 장면이 더 좋은지 궁금함\n\n나는 의외로 후자가 반응 더 좋았음,soft_cta,soft,no,no,,2026-05-29 16:42,draft,
T0108,엄청 과하게 추천하진 않을게\n그냥 소소하게 들어와서 한 장면씩 넘겨보는 재미가 있다 정도\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,no,,2026-05-29 21:03,draft,
T0109,조용한 무드도 좋지만\n너무 차분하기만 한 건 심심한 사람이라면\n강한 콘셉트 카드가 꽤 반가울 수 있음,image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-30 11:37,draft,
T0110,이건 뭔가 자랑보다\n내가 만든 거 한 번 같이 놀아달라는 말에 가까워\n친구한테 보내기 좋은 쪽으로 만들었고,soft_cta,soft,no,no,,2026-05-30 17:53,draft,
T0111,셀카는 넘치는데\n남는 건 별로 없다고 느껴서\n카드처럼 간직되는 쪽으로 만들어봤어,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-05-30 20:57,draft,
T0112,눈 내리는 밤에 선 내 얼굴과\n인형뽑기 기계 안에 들어간 내 얼굴은\n분명 완전히 다른 느낌일 텐데\n\n그 차이가 재밌더라,soft_cta,none,no,no,,2026-05-31 11:56,draft,
T0113,불 꺼진 방에서 보게 되는 서비스는\n결과가 예뻐야 하는 게 아니라\n계속 생각나야 한다고 느꼈어,image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-05-31 17:53,draft,
T0114,회사 일 말고\n내가 만든 걸 누가 써준다는 감각은\n아직도 쉽게 익숙해지지 않음,conversation,none,no,no,,2026-05-31 21:13,draft,
T0115,혼자도 괜찮지만\n누군가랑 같이 보면 더 살아나는 카드들이 있음\n\n그 느낌 보고 싶으면 https://www.styledrop.cloud,direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-06-01 11:37,draft,
T0116,혼자 개발하는 밤은 늘 비슷한데\n누가 조용히 써주고 간 날은 좀 다르게 끝나더라\n그게 계속 기억나,conversation,none,no,no,,2026-06-01 17:41,draft,
T0117,내 사진 넣고\n오늘은 어떤 장면이 더 어울릴지 보는 재미가 있음\n\n그 감각 좋아하면 https://www.styledrop.cloud,direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-06-01 22:06,draft,
T0118,나중에 다시 보는 결과는\n대체로 누가 반응했던 결과더라\n\n혼자 보기에 좋은 컷과\n보여주기 좋은 컷은 정말 다름,conversation,soft,no,no,,2026-06-02 11:47,draft,
T0119,괜히 과하게 추천하진 않을게\n근데 장면 구경하는 재미는 생각보다 확실히 있음\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,no,,2026-06-02 17:34,draft,
T0120,내가 보기엔 그냥 내 얼굴인데\n결과물 속에선 낯설고 또 나 같아서\n그 묘한 느낌이 좋아,image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-06-02 22:16,draft,
T0121,이거 친구한테 보내면\n“뭐야 ㅋㅋ”가 먼저 나올지 “오 괜찮네”가 먼저 나올지\n예상하는 재미도 있음,soft_cta,soft,no,no,,2026-06-03 10:04,draft,
T0122,퇴근 시간에는\n좋다 싫다보다\n이상하게 오래 생각나는 게 더 중요한 것 같아\n그래서 결과의 여운을 신경 썼어,image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-06-03 16:43,draft,
T0123,누가 봐도 예쁜 결과보다\n내 얼굴로 이 장면을 보면 어떨지 궁금한 결과가 더 셌음\n\n만들면서 그 차이를 계속 느꼈다,conversation,none,no,no,,2026-06-03 21:14,draft,
T0124,프로필용 먼저 볼지\n친구 공유용 먼저 볼지\n취향 따라 완전히 다르게 볼 수 있음\n\nhttps://www.styledrop.cloud,direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-06-04 10:57,draft,
T0125,점심시간 5분 남았을 때\n딱 해보기 좋은 정도의 가벼움\n근데 결과는 꽤 오래 남음,soft_cta,soft,no,no,,2026-06-04 16:47,draft,
